TAX-1008460	Pyrococcus yayanosii
TAX-471189	Gordonibacter pamelaeae
Pfam-PF06186.7	DUF992
Norterpenes	a norterpene
ADP-ribosylarginine-Modifications	ADP-ribosylarginine
Pfam-PF00013.25	KH_1
Pfam-Entry-PF08244.8	Glyco_hydro_32C
TAX-446462	Actinosynnema mirum
Pfam-Entry-PF07687.10	M20_dimer
Pfam-Entry-PF04348.9	LppC
Hydroxyprolines-Degradation	hydroxy-L-proline Degradation
GO:0015109	chromate transmembrane transporter activity
GO:0031120	snRNA pseudouridine synthesis
Pfam-Entry-PF02750.10	Synapsin_C
Citrulline-Modifications	Citrulline
2-Lyso-phospholipids	a 2-lyso-phospholipid
Pfam-Entry-PF08939.6	DUF1917
TAX-286730	Alkaliflexus imshenetskii
PWY-5407	9-lipoxygenase and 9-allene oxide synthase pathway
TAX-1384054	Arenimonas malthae
GO:0009189	deoxyribonucleoside diphosphate biosynthetic process
TAX-63561	Desulfovibrio sulfodismutans
TAX-1210521	Francisella tularensis
TAX-491078	Treponema pallidum
GO:0046873	metal ion transmembrane transporter activity
Pfam-PF15892.1	BNR_4
GO:0005747	mitochondrial respiratory chain complex I
Very-Long-Chain-3S-Hydroxyacyl-CoAs	a very-long-chain  (3<i>S</i>)-3-hydroxyacyl-CoA
GO:0016536	cyclin-dependent protein kinase 5 activator regulator activity
GO:0030903	notochord development
Pfam-PF01409.16	tRNA-synt_2d
TAX-563843	Rhodothermaceae
Pfam-PF13621.2	Cupin_8
Phosphorylases	a phosphorylase
Pfam-Entry-PF00662.16	Proton_antipo_N
GO:0090588	protein-phosphocysteine-N-acetylmuramate phosphotransferase system transporter activity
GO:0034747	Axin-APC-beta-catenin-GSK3B complex
Pfam-Entry-PF10518.5	TAT_signal
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity
GO:0016048	detection of temperature stimulus
Pfam-PF16291.1	DUF4937
TAX-596154	Alicycliphilus denitrificans
Pfam-PF02772.12	S-AdoMet_synt_M
Pfam-PF12105.4	SpoU_methylas_C
GO:0046440	L-lysine metabolic process
Pfam-Entry-PF08761.7	dUTPase_2
Pfam-Entry-PF00467.25	KOW
GO:0008975	pitrilysin activity
GO:0004054	arginine kinase activity
GO:0006503	C-terminal protein farnesylation
Cytochromes-b5	a cytochrome <i>b</i><sub>5</sub>
DS-Oligodeoxyribonucleotides	a double-stranded oligodeoxyribonucleotide
TAX-1087454	Corynebacterium pseudotuberculosis
TAX-754085	Escherichia coli
Pfam-Entry-PF14207.2	DpnD-PcfM
2-Hydroxy-Fatty-Acids	a (2R)-2-hydroxy fatty acid
TAX-158850	Providencia rustigianii
Long-Chain-Carboxylates	a long-chain carboxylate
Pfam-Entry-PF16859.1	TetR_C_11
GO:0051707	response to other organism
TAX-1046627	Bizionia argentinensis
TAX-272560	Burkholderia pseudomallei
Pfam-PF06754.8	PhnG
Archaeal-dolichyl-phosphooligosaccharide	an archaeal dolichyl phosphooligosaccharide
Pfam-PF13728.2	TraF
Fructans	a fructan
Pfam-PF12221.4	HflK_N
GO:0042777	plasma membrane ATP synthesis coupled proton transport
GO:0044571	[2Fe-2S] cluster assembly
GO:0033719	2-oxo-acid reductase activity
TAX-83552	Parachlamydia acanthamoebae
GO:0009010	sorbitol-6-phosphate 2-dehydrogenase activity
TAX-131097	Delesseria sanguinea
GO:0042113	B cell activation
GO:0045267	proton-transporting ATP synthase, catalytic core
GO:0003747	translation release factor activity
CPD0-2204	a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)
CPD-11500	a [protein] 4-carboxy-L-glutamate
TAX-1216932	Clostridium bornimense
Pfam-Entry-PF02041.12	Auxin_BP
TAX-65067	Pseudomonas sp. P51
Pfam-Entry-PF05229.11	SCPU
Pfam-Entry-PF07361.7	Cytochrom_B562
Pfam-PF02274.13	Amidinotransf
TAX-1318628	Marinobacter lipolyticus
TAX-715	Actinobacillus pleuropneumoniae
TAX-184117	Thermoproteus uzoniensis
GO:0071779	G1/S transition checkpoint
PWY-2467	pisatin biosynthesis
GO:0005148	prolactin receptor binding
TAX-1113537	Chlamydia/Chlamydophila group
trans-D2-cis-D9-montanoyl-ACPs	a trans-delta2-cis-delta9-C28:2-[acp]
TAX-1653	Corynebacteriaceae
Purine-deoxyribonucleosides-5-PPP	a purine 2'-deoxyribonucleoside 5'-triphosphate
GO:0015908	fatty acid transport
Pfam-PF03104.15	DNA_pol_B_exo1
TAX-935598	Neisseria meningitidis
TAX-926570	Acidiphilium multivorum
TAX-171282	Mycoplasma columborale
GO:0042120	alginic acid metabolic process
TAX-339268	Mycobacterium colombiense
GO:0006351	transcription, DNA-templated
PWY0-1474	AtoSC Two-Component Signal Transduction System
GO:0004589	orotate reductase (NADH) activity
GO:0046087	cytidine metabolic process
GO:0031217	glucan 1,4-beta-glucosidase activity
Isoflavones	an isoflavone
GO:0008137	NADH dehydrogenase (ubiquinone) activity
TAX-500640	Citrobacter youngae
Pfam-Entry-PF13006.3	Nterm_IS4
TAX-523721	Areolatae
Pfam-PF09826.5	Beta_propel
GO:0004971	alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity
TAX-10699	Siphoviridae
Pfam-PF15644.2	Gln_amidase
CPD-598	a (-)-ureidoglycine
Pfam-Entry-PF01189.13	Nol1_Nop2_Fmu
TAX-28050	Lachnospira
Pfam-PF08901.7	DUF1847
TAX-1643688	Leptospirales
TAX-1004150	Photorhabdus temperata
GO:0004176	ATP-dependent peptidase activity
Pfam-PF11298.4	DUF3099
GO:2000678	negative regulation of transcription regulatory region DNA binding
Pfam-Entry-PF11121.4	DUF2639
Pfam-PF01730.12	UreF
Pfam-Entry-PF07700.11	HNOB
TAX-1265868	Streptomyces rimosus
Pfam-PF06210.7	DUF1003
Pfam-Entry-PF11897.4	DUF3417
GO:0018763	hydroxydechloroatrazine ethylaminohydrolase activity
Pfam-Entry-PF07088.7	GvpD
TAX-20339	Ceratonia
Pfam-Entry-PF11245.4	DUF2544
TAX-1188240	Mycoplasma yeatsii
Pfam-PF05419.8	GUN4
TAX-693978	Riemerella anatipestifer
TAX-1230587	Sinorhizobium meliloti
Amine-Donors	an amino group acceptor
Pfam-Entry-PF02743.14	Cache_1
Pfam-Entry-PF03742.10	PetN
2-Hydroxy-carboxylates	a 2-hydroxy carboxylate
Pfam-PF11287.4	DUF3088
Pfam-Entry-PF09970.5	DUF2204
Pfam-PF03235.10	DUF262
EC-1	1 -- Oxidoreductases
Pfam-PF11373.4	DUF3175
GO:0005647	importin, alpha-subunit
TAX-1114263	Methylosarcina lacus
BC-3.1.2.4.3	two component regulatory systems (external signal)
Pfam-Entry-PF05335.9	DUF745
TAX-400673	Legionella pneumophila
Pfam-PF16962.1	ABC_export
GO:0008927	mannonate dehydratase activity
Pfam-Entry-PF01383.17	CpcD
GO:0004768	stearoyl-CoA 9-desaturase activity
Pfam-Entry-PF10579.5	Rapsyn_N
GO:0031071	cysteine desulfurase activity
Pfam-PF09450.6	DUF2019
GO:0050342	tocopherol O-methyltransferase activity
Apo-FeFe-hydrogenase-Subunits	an <i>apo</i>-[FeFe] hydrogenase subunit
C27-Mycolipanoyl-MSL3	C27-mycolipanoyl-[mycolipanoic acid synthase]
Pfam-Entry-PF03253.10	UT
GO:0001509	legumain activity
GO:0070819	menaquinone-dependent protoporphyrinogen oxidase activity
TAX-219182	Ottowia thiooxydans
Pfam-Entry-PF06855.8	YozE_SAM_like
Pfam-Entry-PF01198.15	Ribosomal_L31e
Pfam-Entry-PF12561.4	TagA
GO:0009141	nucleoside triphosphate metabolic process
GO:0043202	lysosomal lumen
TAX-29548	Rhodothermus
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis
GO:0030855	epithelial cell differentiation
PWY0-1314	fructose degradation
TAX-1458	Bacillus fastidiosus
TAX-594	Salmonella enterica
Pfam-Entry-PF04954.9	SIP
Pyrimidine-Nucleotide-Salvage	Pyrimidine Nucleotides Salvage
Cis-octadec-11-enoyl-ACPs	a <i>cis</i>-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)
Pfam-PF08750.7	CNP1
TAX-314345	Mariprofundus ferrooxydans
GO:0055017	cardiac muscle tissue growth
Val-tRNA1-Adenine37	adenine<sup>37</sup> in tRNA<sub>1</sub><sup>val</sup>
Pfam-Entry-PF11454.4	DUF3016
Pfam-Entry-PF11998.4	DUF3493
GO:0036422	heptaprenyl diphosphate synthase activity
PWY3O-48	glycerol biosynthesis
MUTATED-TRNA	mutated tRNA
Pfam-PF05643.7	DUF799
GO:0008940	nitrate reductase activity
Pfam-PF03644.9	Glyco_hydro_85
TAX-575564	Acinetobacter sp. RUH2624
CCO-CHROM-OMEM	chromoplast outer membrane
GO:0005207	extracellular matrix glycoprotein
Pfam-Entry-PF01469.14	Pentapeptide_2
GO:0047980	hippurate hydrolase activity
GO:0047325	inositol tetrakisphosphate 1-kinase activity
TAX-659	Photobacterium phosphoreum
TAX-760744	Streptococcus pneumoniae
PWY0-501	lipoate biosynthesis and incorporation I
Pfam-Entry-PF01402.17	RHH_1
GO:0008233	peptidase activity
TAX-63401	Arthroderma fulvum
TAX-382454	Algiphilus aromaticivorans
Nucleobases-in-DNA	a nucleobase within DNA
Pfam-PF14247.2	DUF4344
Pfam-PF13277.2	YmdB
GO:0009973	adenylyl-sulfate reductase activity
TAX-585517	Lactobacillus reuteri
TAX-117744	unclassified Flavobacteriia
TAX-1159086	Streptococcus pneumoniae
TAX-926	Thiomonas intermedia
Pfam-Entry-PF02096.16	60KD_IMP
TAX-435590	Bacteroides vulgatus
Pfam-PF03063.16	Prismane
GO:0009931	calcium-dependent protein serine/threonine kinase activity
Pfam-PF12170.4	DNA_pol3_tau_5
GO:0043254	regulation of protein complex assembly
GO:0042900	arabinose transmembrane transporter activity
Pfam-PF05140.10	ResB
Pfam-Entry-PF14736.2	N_Asn_amidohyd
ORG-6217	Pseudomonas aeruginosa
TAX-1223545	Gordonia soli
PWY66-393	aspirin-triggered lipoxin biosynthesis
TAX-523846	Methanothermus fervidus
12-apo-Carotenals	a 12'-apo-carotenal
TAX-6393	Eisenia <Annelida>
TAX-666681	Methylotenera versatilis
Pfam-PF13953.2	PapC_C
Pfam-PF00352.17	TBP
TAX-656404	Escherichia coli
TAX-1279384	Eggerthia
Pfam-Entry-PF03951.15	Gln-synt_N
Pfam-PF13468.2	Glyoxalase_3
Pfam-PF06969.12	HemN_C
Pfam-Entry-PF12794.3	MscS_TM
Pfam-Entry-PF13556.2	HTH_30
TAX-1159098	Streptococcus pneumoniae
TAX-1138915	Enterococcus faecium
Retinoids	a retinoid
Pfam-Entry-PF12802.3	MarR_2
GO:0000010	trans-hexaprenyltranstransferase activity
Pfam-Entry-PF11098.4	Chlorosome_CsmC
TAX-871006	Acidilobales
Pfam-Entry-PF03354.11	Terminase_1
TAX-342451	Staphylococcus saprophyticus
PWY-7112	4-hydroxy-2-nonenal detoxification
GO:0002949	tRNA threonylcarbamoyladenosine modification
Pfam-PF11967.4	RecO_N
TAX-53541	Stegomyia
Pfam-Entry-PF10753.5	DUF2566
Pfam-PF02805.12	Ada_Zn_binding
GO:0030850	prostate gland development
CPD-17603	an <i>trans</i>-hinokiresinol
TAX-19205	Lepidium
Pfam-Entry-PF04689.9	S1FA
GO:0047938	glucose-6-phosphate 1-epimerase activity
TAX-591154	Methylacidiphilum fumariolicum
Pfam-PF09619.6	YscW
TAX-498055	Arenimonas oryziterrae
PWY-2345	genistein conjugates interconversion
TAX-146938	Azovibrio restrictus
GO:0016499	orexin receptor activity
PWY8J2-7	WalKR two-component signal transduction system
TAX-322505	Sharpea azabuensis
TAX-38949	Perna canaliculus
ORG-6064	Afipia felis
Pfam-PF10728.5	DUF2520
TAX-41243	Valvatacea <echinoderm>
GO:0048665	neuron fate specification
PWY-5834	CDP-tyvelose biosynthesis
Pfam-PF12263.4	DUF3611
TAX-283	Comamonas
GO:0047808	D(-)-tartrate dehydratase activity
TAX-397275	Andreprevotia
TAX-760798	Streptococcus pneumoniae
Pfam-Entry-PF09449.6	DUF2020
ORG-6074	Bacillus cereus
Pyrimidine-ribonucleosides-5-PPPP	a pyrimidine ribonucleoside 5'-tetraphosphate
Pfam-Entry-PF12161.4	HsdM_N
PWY1V8-6774	ovothiol biosynthesis
Pfam-Entry-PF01040.14	UbiA
GO:0009442	allantoin assimilation pathway
Pfam-Entry-PF09557.6	DUF2382
GO:0008494	translation activator activity
GO:0050900	leukocyte migration
Pfam-Entry-PF02156.11	Glyco_hydro_26
TAX-244787	Nautilia profundicola
PWY-83	monolignol glucosides biosynthesis
TAX-586	Providencia
ORG-6075	Ralstonia eutropha
Von-Willebrand-Factor	a von willebrand factor
Pfam-Entry-PF13940.2	Ldr_toxin
TAX-311244	Paenibacillus assamensis
GO:0008727	GDP-mannose mannosyl hydrolase activity
GO:0030436	asexual sporulation
TAX-34085	Riemerella anatipestifer
BC-1.1.5	other compounds
Pfam-Entry-PF04312.9	DUF460
Aminoglycoside-Antibiotics	an aminoglycoside antibiotic
Pfam-PF06649.8	DUF1161
TAX-167964	Anaerolinea thermophila
5-CarboxyMeAmMe-2-O-MeU34-tRNALeu	a 5-carboxymethylaminomethyl-2'-<i>O</i>-methyluridine<sup>34</sup> in tRNA<sup>Leu</sup>
GO:0019966	interleukin-1 binding
TAX-1408250	Cellulomonas cellasea
TAX-1005460	Escherichia coli
TAX-362520	Chitinilyticum aquatile
BC-4.3	Primary Active Transporters
TAX-488142	Serratia sp. SCBI
TAX-1452	Bacillus atrophaeus
Pfam-PF13727.2	CoA_binding_3
TAX-879301	Lactobacillus iners
Pfam-Entry-PF16802.1	DUF5070
GO:0047407	ADP-ribosyl-[dinitrogen reductase] hydrolase activity
TAX-118166	Nodosilinea nodulosa
Pfam-Entry-PF02074.11	Peptidase_M32
GO:0030023	extracellular matrix constituent conferring elasticity
TAX-1240471	Candidatus Blochmannia chromaiodes
Cis-dec-3-enoyl-ACP	<i>cis</i>-3-decenoyl-ACP
TAX-765952	Parachlamydia acanthamoebae
Pfam-Entry-PF07449.7	HyaE
TAX-197563	Mandibulata
Pfam-Entry-PF01118.20	Semialdhyde_dh
Pfam-PF01612.16	DNA_pol_A_exo1
TAX-13426	Cichorium
CITRATE-LYASE	an acetyl-[<i>holo</i> citrate lyase acyl-carrier protein]
Pfam-Entry-PF05512.7	AWPM-19
GO:0003796	lysozyme activity
Pfam-Entry-PF12092.4	DUF3568
TAX-1276221	Spiroplasma diminutum
Pfam-PF14362.2	DUF4407
Actinorhodin-PKS-ACP-Protein	an actinorhodin polyketide synthase [acp]-like protein
GO:0046160	heme a metabolic process
TAX-1193181	Tetrasphaera elongata
GO:0008456	alpha-N-acetylgalactosaminidase activity
Pfam-PF02672.11	CP12
GO:0015514	nitrite efflux transmembrane transporter activity
GO:0046413	organomercury catabolic process
Polyketide-ACP-Proteins	a polyketide synthase containing an [acp] domain
TAX-223458	Carpoglyphus
Purine-ribonucleotides	a purine ribonucleotide
TAX-596312	Micrococcus luteus
GO:0008441	3'(2'),5'-bisphosphate nucleotidase activity
GO:0004828	serine-tRNA ligase activity
Pfam-PF02310.15	B12-binding
cis-cis-D11-23-C42-2-ACPs	a cis,cis-delta11,23-C42:2-[acp]
N6-Pup-gamma-L-glutamyl-protein-L-lysine	N6-([prokaryotic ubiquitin-like protein]-&gamma;-L-glutamyl)-[protein]-L-lysine
GO:0032297	negative regulation of DNA-dependent DNA replication initiation
PWY-6825	phosphatidylcholine biosynthesis V
GO:0098798	mitochondrial protein complex
TAX-903894	Acinetobacter baumannii
GO:0045055	regulated secretory pathway
TAX-59205	Salmonella enterica
GO:0006434	seryl-tRNA aminoacylation
TAX-529086	Chitinilyticum litopenaei
3-CHLORO-DL-ALANINE	3-chloro-DL-alanine
NifEN	a NifEN protein complex
Pfam-Entry-PF15515.2	MvaI_BcnI
GO:0008768	UDP-sugar diphosphatase activity
TAX-1122124	Idiomarina sediminum
GO:0060956	endocardial cell differentiation
All-Carboxy-Acids	all carboxy acids
GO:0004034	aldose 1-epimerase activity
Pfam-Entry-PF09985.5	Glucodextran_C
TAX-931	Thiobacillus thioparus
Pfam-Entry-PF10801.4	DUF2537
TAX-696125	Bartonella clarridgeiae
TAX-244599	Raphidiopsis
Pfam-Entry-PF03841.9	SelA
Pfam-PF13319.2	DUF4090
Pfam-PF06124.7	DUF960
TAX-311208	Gaetbulibacter saemankumensis
TAX-1214225	Acidocella sp. MX-AZ02
Pfam-PF11297.4	DUF3098
TAX-9922	Capra
GO:0046124	purine deoxyribonucleoside catabolic process
Pfam-Entry-PF07813.8	LTXXQ
Pfam-Entry-PF16162.1	DUF4868
GO:0005079	protein kinase A anchoring activity
Pfam-Entry-PF02638.11	GHL10
GO:0022865	transmembrane electron transfer carrier
Pfam-Entry-PF07854.8	DUF1646
Pfam-Entry-PF14845.2	Glycohydro_20b2
PWY-6047	dimethyl sulfide degradation I
GO:0008985	pyruvate dehydrogenase (cytochrome) activity
TAX-45497	Clostridium ultunense
TAX-983545	Glaciecola sp. 4H-3-7+YE-5
Pfam-PF01950.12	FBPase_3
GO:0017000	antibiotic biosynthetic process
Pfam-Entry-PF07869.8	DUF1656
TAX-1123261	Solimonas soli
Pfam-Entry-PF13468.2	Glyoxalase_3
GO:0003735	structural constituent of ribosome
Pfam-Entry-PF00950.13	ABC-3
Pfam-Entry-PF09504.6	RE_Bsp6I
GO:0000152	nuclear ubiquitin ligase complex
TAX-66635	Larrea
Pfam-PF01356.15	A_amylase_inhib
TAX-316407	Escherichia coli
TAX-444463	Sporolactobacillus vineae
GO:0038083	peptidyl-tyrosine autophosphorylation
TAX-1121938	Halobacillus kuroshimensis
Pfam-Entry-PF08537.6	NBP1
Pfam-PF01940.12	DUF92
Pfam-PF13620.2	CarboxypepD_reg
Gramicidin-S-synthetases	a gramicidin-S synthetase
TAX-1033	Afipia
GO:0033261	regulation of S phase
Pfam-Entry-PF02061.12	Lambda_CIII
TAX-4454	Araceae
TAX-525898	Sulfurospirillum deleyianum
Pfam-PF14794.2	DUF4479
GO:0006812	cation transport
Pfam-PF13100.2	OstA_2
Pfam-Entry-PF11336.4	DUF3138
GO:0005026	transforming growth factor beta receptor activity, type II
TAX-439375	Ochrobactrum anthropi
GO:0032389	MutLalpha complex
Pfam-PF08241.8	Methyltransf_11
TAX-35703	Citrobacter amalonaticus
TAX-35484	Haematococcaceae
GO:0098533	ATPase dependent transmembrane transport complex
RETINYL-ESTER-RETINOL-BINDING-PROTEIN	an <i>all-trans</i> retinyl-ester-(cellular-retinol-binding-protein)
Pfam-PF01704.14	UDPGP
TAX-84757	Beutenbergia cavernae
Pfam-Entry-PF07920.7	DUF1684
Pfam-Entry-PF01847.12	VHL
GO:0000956	nuclear-transcribed mRNA catabolic process
TAX-1159200	Mycoplasma gallisepticum
TAX-23109	Hydrangea
TAX-1048830	Mycoplasma iowae
TAX-1112211	Janthinobacterium lividum
Pfam-Entry-PF11298.4	DUF3099
TAX-59732	Chryseobacterium
TAX-405441	Xylella fastidiosa
Pfam-Entry-PF00890.20	FAD_binding_2
Pfam-PF13463.2	HTH_27
PWY-6908	thiamin diphosphate biosynthesis IV (eukaryotes)
GO:0070490	protein pupylation
GO:0005047	signal recognition particle binding
GO:0008872	glucarate dehydratase activity
D-glucose-1-phosphates	D-glucose 1-phosphate
TAX-301448	Streptococcus pyogenes
TAX-1122923	Paenibacillus pasadenensis
Pfam-Entry-PF05543.9	Peptidase_C47
GO:1903533	regulation of protein targeting
PWY-1264	taurine degradation II
Pfam-PF10673.5	DUF2487
GO:0010824	regulation of centrosome duplication
TAX-3118	Ulva
Pro-tRNA-Cytidine4	a cytidine<sup>4</sup> in tRNA<sup>Pro</sup>
Pfam-Entry-PF11925.4	DUF3443
GO:0050044	galactose-6-phosphate isomerase activity
Pfam-Entry-PF16304.1	DUF4946
PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism
Pfam-Entry-PF04296.9	DUF448
Keratan-sulfate-NAcGlcN6S	[keratan sulfate]-&alpha;-<i>N</i>-acetyl-D-glucosamine 6-<i>O</i>-sulfate
GO:0008533	astacin activity
GO:0036338	viral membrane
TAX-180541	Salinisphaera
Pfam-Entry-PF02596.11	DUF169
Pfam-Entry-PF13693.2	HTH_35
GO:0046404	ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity
Pfam-PF12843.3	QSregVF_b
GO:0004073	aspartate-semialdehyde dehydrogenase activity
Pfam-PF01721.14	Bacteriocin_II
Pfam-Entry-PF03802.10	CitX
PWY-6318	L-phenylalanine degradation IV (mammalian, via side chain)
Pfam-PF06527.7	TniQ
TAX-404236	Maritimibacter alkaliphilus
SORBOSE	sorbose
Pfam-PF11208.4	DUF2992
Pfam-PF09928.5	DUF2160
TAX-749530	Escherichia coli
Pfam-Entry-PF12419.4	DUF3670
CCO-LATE-END-LUM	late endosome lumen
trans-keto-meroacyl-pks13	a trans-keto-meroacyl-[pks13-n-ppb]
TAX-580372	Mariprofundaceae
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity
TAX-208226	Alkaliphilus metalliredigens
TAX-760878	Streptococcus pneumoniae
GO:0046658	anchored component of plasma membrane
Pfam-Entry-PF00872.14	Transposase_mut
GO:0015299	solute:proton antiporter activity
CDPDIACYLGLYCEROL	a CDP-diacylglycerol
GO:0043666	regulation of phosphoprotein phosphatase activity
GO:0006628	mitochondrial translocation
TAX-1127356	Escherichia coli
Pfam-PF01653.14	DNA_ligase_aden
Pfam-Entry-PF03298.9	Stanniocalcin
Pfam-PF04071.8	zf-like
Pfam-Entry-PF01061.20	ABC2_membrane
GO:1903711	spermidine transmembrane transport
Pfam-PF16248.1	DUF4905
Pfam-PF03090.13	Replicase
Pfam-Entry-PF09037.6	Sulphotransf
Pfam-Entry-PF16190.1	E1_FCCH
Pfam-PF02906.10	Fe_hyd_lg_C
Pfam-PF10145.5	PhageMin_Tail
Pfam-Entry-PF03280.10	Lipase_chap
Di-Rhamnolipids	a di-rhamnolipid
TAX-475964	Caldilineaceae
TAX-1688	Bifidobacterium cuniculi
Pfam-PF04221.8	RelB
Pfam-Entry-PF12931.3	Sec16_C
TAX-903934	Acinetobacter baumannii
GO:0009205	purine ribonucleoside triphosphate metabolic process
GO:0006291	pyrimidine-dimer repair, DNA damage excision
TAX-1771	Mycobacterium phlei
TAX-12058	Picornaviridae
Pfam-Entry-PF11341.4	DUF3143
Pfam-PF05050.8	Methyltransf_21
Fructose-BisPO4-Aldolase-Tri-Me-Lysine	a [fructose-bisphosphate aldolase]-<i>N</i><sup>6</sup>, <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine
Pfam-Entry-PF09610.6	Myco_arth_vir_N
Pfam-Entry-PF07435.7	YycH
TAX-411475	Flavonifractor plautii
TAX-1303692	Streptomyces fulvissimus
TAX-44260	Moorella <bacteria>
TAX-1147786	Pseudomonas mandelii
Pfam-PF07308.9	DUF1456
PWY-5669	phosphatidylethanolamine biosynthesis I
TAX-436492	Coelurosauria
Pfam-Entry-PF03618.10	Kinase-PPPase
2-O-methylguanosine-2922-in-27S-pre-rRNA	a 2-<i>O</i>-methylguanosine<sup>2922</sup> in 27S pre-rRNA
Pfam-PF16197.1	KAsynt_C_assoc
TAX-1193058	Leptospira santarosai
Xanthine-oxidases	a xanthine oxidase
TAX-574966	Halomonas zhanjiangensis
Pfam-PF13683.2	rve_3
TAX-349933	Clostridium hydrogeniformans
TAX-72611	Crepis palaestina
CPD-7181	a 1-O-[O-(<i>N</i>-acetyl-&alpha;-neuraminyl)-2,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosyl]ceramide
Pfam-Entry-PF11117.4	DUF2626
GO:0002063	chondrocyte development
GO:0048762	mesenchymal cell differentiation
GO:0008449	N-acetylglucosamine-6-sulfatase activity
CPD-15990	trehalose
CPD-9394	D-abequose
TAX-43817	Culicinae
PWY-3821	galactose degradation III
GO:0016215	acyl-CoA desaturase activity
GO:0004799	thymidylate synthase activity
Pfam-PF02732.11	ERCC4
Pfam-Entry-PF01813.13	ATP-synt_D
TAX-147548	Leotiomycetes
Pfam-Entry-PF07618.7	DUF1580
TAX-525909	Acidimicrobium ferrooxidans
GO:0072394	detection of stimulus involved in cell cycle checkpoint
TAX-6200	Eucestoda
GO:0045465	R8 cell differentiation
pro-interleukin-1beta	pro-interleukin-1&beta;
TAX-159345	Roseibacterium
GO:0032505	reproduction of a single-celled organism
TAX-47678	Bacteroides caccae
Pfam-PF02629.15	CoA_binding
GO:0018667	cyclohexanone monooxygenase activity
Pfam-Entry-PF10858.4	DUF2659
Pfam-PF01797.12	Y1_Tnp
Pfam-PF16170.1	DUF4873
TAX-991913	Escherichia coli
GLT-tRNAs	a tRNA<SUP>glu</SUP>
GO:0035524	proline transmembrane transport
Pfam-PF01558.14	POR
Pfam-Entry-PF09818.5	ABC_ATPase
TAX-177439	Desulfotalea psychrophila
Pfam-Entry-PF10798.4	YmgB
Pfam-PF12695.3	Abhydrolase_5
Truncated-Limit-Dextrins	a &alpha;-limit dextrin with short branches
Pfam-PF02353.16	CMAS
Pfam-Entry-PF05100.8	Phage_tail_L
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation
TAX-870730	Ogataea angusta
Pfam-PF11939.4	DUF3457
PWY-6641	superpathway of sulfolactate degradation
TAX-233098	Burkholderia sp. DNT
GO:0050694	galactose 3-O-sulfotransferase activity
Pfam-PF08202.7	MIS13
PWY-6900	(<i>Z</i>)-butanethial-<i>S</i>-oxide biosynthesis
Pfam-Entry-PF06150.8	ChaB
PWY-7204	pyridoxal 5'-phosphate salvage II (plants)
TAX-95641	Methylomicrobium buryatense
Pfam-PF01156.15	IU_nuc_hydro
Pfam-PF09985.5	Glucodextran_C
GO:0008828	dATP pyrophosphohydrolase activity
Pfam-PF10551.5	MULE
TAX-3764	Rosa
TAX-167375	Cyanobium
LDL-receptor-L-serine	[low-density-lipoprotein receptor]-L-serine
PWY-7167	choline degradation III
PWY-5366	palmitoleate biosynthesis II
Pfam-PF14232.2	DUF4334
TAX-563036	Streptococcus sp. C300
BC-4.3.A.5	The Type II (General) Secretory Pathway (IISP) Family
Pfam-Entry-PF01340.16	MetJ
TAX-1183423	Agrobacterium tumefaciens
GO:0050803	regulation of synapse structure and activity
Pfam-Entry-PF10610.5	Tafi-CsgC
Pfam-Entry-PF00421.15	PSII
Pfam-PF08546.7	ApbA_C
TAX-311982	Streptomyces hygroscopicus
TAX-197614	Streptococcus pasteurianus
GO:0044569	[Ni-Fe] hydrogenase complex
Galactans	a galactan
GO:0004485	methylcrotonoyl-CoA carboxylase activity
TAX-656383	Escherichia coli
TAX-1122214	Martelella mediterranea
TAX-698769	Virgibacillus alimentarius
Charged-MET-tRNAs	an L-methionyl-[elongator tRNA<SUP>met</SUP>]
Pfam-PF03241.9	HpaB
TAX-1313211	Lentisphaeria
GO:0008584	male gonad development
Pfam-Entry-PF16883.1	DUF5080
Pfam-Entry-PF14591.2	AF0941-like
A-2-HYDROXYCARBONYL-COMPOUND	a 2-hydroxycarbonyl compound
Pfam-Entry-PF02313.13	Fumarate_red_D
GO:0048029	monosaccharide binding
GO:0018669	3-hydroxybenzoate 6-monooxygenase activity
Pfam-PF11845.4	DUF3365
GO:0032095	regulation of response to food
Jasmonoyl-Leucines	a jasmonoyl-leucine
DNA-Cytosines	a cytosine in DNA
11C-Retinol-RALBPs	an 11-<i>cis</i>-retinol-[retinal-binding protein]
TAX-5105	Ascosphaera apis
GO:0015936	coenzyme A metabolic process
GO:0006282	regulation of DNA repair
GO:0042181	ketone biosynthetic process
Pfam-PF02142.18	MGS
TAX-671216	Peptoniphilus sp. oral taxon 836
TAX-257277	Nocardia aobensis
